0,0,0
1000,0,0
2000,0,-1
3000,0,0
100,0,0
1100,0,0
2100,0,0
3100,0,0
200,0,0
1200,0,0
2200,0,0
3200,0,0
300,0,0
1300,0,0
2300,0,0
3300,0,0
10,0,0
1010,0,0
2010,0,0
3010,0,0
110,0,0
1110,0,0
2110,0,0
3110,0,0
210,0,0
1210,0,0
2210,0,0
3210,0,0
310,0,0
1310,0,0
2310,0,0
3310,0,0
20,0,0
1020,0,0
2020,0,0
3020,0,0
120,0,0
1120,0,0
2120,0,0
3120,0,0
220,0,0
1220,0,0
2220,0,0
3220,0,0
320,0,0
1320,0,0
2320,0,0
3320,0,0
30,0,0
1030,0,0
2030,0,0
3030,0,0
130,0,0
1130,0,0
2130,0,0
3130,0,0
230,0,0
1230,0,0
2230,0,0
3230,0,0
330,0,0
1330,0,0
2330,0,0
3330,0,0
1,0,0
1001,0,0
2001,0,0
3001,0,0
101,0,0
1101,0,0
2101,0,0
3101,0,0
201,0,0
1201,0,0
2201,0,0
3201,0,0
301,0,0
1301,0,0
2301,0,0
3301,0,0
11,0,0
1011,0,0
2011,0,0
3011,0,0
111,0,0
1111,0,0
2111,0,0
3111,0,0
211,0,0
1211,0,0
2211,0,0
3211,0,0
311,0,0
1311,0,0
2311,0,0
3311,0,0
21,0,0
1021,0,0
2021,0,0
3021,0,0
121,0,0
1121,0,0
2121,0,0
3121,0,0
221,0,0
1221,0,0
2221,0,0
3221,0,0
321,0,0
1321,0,0
2321,0,0
3321,0,0
31,0,0
1031,0,0
2031,0,0
3031,0,0
131,0,0
1131,0,0
2131,0,0
3131,0,0
231,0,0
1231,0,0
2231,0,0
3231,0,0
331,0,0
1331,0,0
2331,0,0
3331,0,0
2,0,-0.5337678
1002,0,0
2002,0,0
3002,0,0
102,0,0
1102,0,0
2102,0,0
3102,0,0
202,0,0
1202,0,0
2202,0,0
3202,0,0
302,0,0
1302,0,0
2302,0,0
3302,0,0
12,0,-0.9
1012,0,0
2012,0,0
3012,0,0
112,0,0
1112,0,0
2112,0,0
3112,0,0
212,0,0
1212,0,0
2212,0,0
3212,0,0
312,0,0
1312,0,0
2312,0,0
3312,0,0
22,0,-0.6561
1022,0,0
2022,0,0
3022,0,0
122,0,0
1122,0,0
2122,0,0
3122,0,0
222,0,0
1222,0,0
2222,0,0
3222,0,0
322,0,0
1322,0,0
2322,0,0
3322,0,0
32,0,0
1032,0,0
2032,0,0
3032,0,0
132,0,0
1132,0,0
2132,0,0
3132,0,0
232,0,0
1232,0,0
2232,0,0
3232,0,0
332,0,0
1332,0,0
2332,0,0
3332,0,0
3,0,0
1003,0,0
2003,0,0
3003,0,0
103,0,-0.05285107
1103,0,0
2103,0,0
3103,0,0
203,0,0
1203,0,0
2203,0,0
3203,0,0
303,0,0
1303,0,0
2303,0,0
3303,0,0
13,-0.6335439,-1.293092
1013,0,0
2013,0,0
3013,0,0
113,0,0
1113,0,0
2113,0,0
3113,0,0
213,0,0
1213,0,0
2213,0,0
3213,0,0
313,0,0
1313,0,0
2313,0,0
3313,0,0
23,-1,-0.5640948
1023,0,0
2023,0,0
3023,0,0
123,0,0
1123,0,0
2123,0,0
3123,0,0
223,0,0
1223,0,0
2223,0,0
3223,0,0
323,0,0
1323,0,0
2323,0,0
3323,0,0
33,0,-1
1033,0,0
2033,0,0
3033,0,0
133,0,0
1133,0,0
2133,0,0
3133,0,0
233,0,0
1233,0,0
2233,0,0
3233,0,0
333,0,0
1333,0,0
2333,0,0
3333,0,0
4,0,0
1004,0,0
2004,0,0
3004,0,-0.6561
104,0,0
1104,0,0
2104,0,0
3104,0,0
204,0,0
1204,0,0
2204,0,0
3204,0,0
304,0,-0.9
1304,0,0
2304,0,0
3304,0,0
14,0,-0.9
1014,0,0
2014,0,0
3014,0,0
114,0,0
1114,0,0
2114,0,0
3114,0,0
214,0,0
1214,0,0
2214,0,0
3214,0,0
314,0,0
1314,0,0
2314,0,0
3314,0,0
24,0,-1
1024,0,0
2024,0,0
3024,0,0
124,0,0
1124,0,0
2124,0,0
3124,0,0
224,0,0
1224,0,0
2224,0,0
3224,0,0
324,0,0
1324,0,0
2324,0,0
3324,0,0
34,-0.5076851,-1
1034,0,0
2034,0,0
3034,0,0
134,0,0
1134,0,0
2134,0,0
3134,0,0
234,0,0
1234,0,0
2234,0,0
3234,0,0
334,0,0
1334,0,0
2334,0,0
3334,0,0
